what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1665338923145
java.vm.specification.version,sysinfo,,,"1.0",1665338923145
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1665338923145
java.vm.version,sysinfo,,,"19.0-b09",1665338923145
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1665338923239
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1665338923254
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1665338923301
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1665338923348
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1665338924802
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1665338925332
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1665338925426
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1665338925442
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1665338925817
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1665338925848
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1665338926004
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1665338926239
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1665338926364
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1665338928286
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1665338928395
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1665338928395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665338930819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665338936454
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1665338945182
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1665338950696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665338950920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339019774
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1665339019789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339026244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339028681
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1665339029150
error,log,,,"No Byte Stream Services found for Nios II Console View",1665339031963
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1665339032135
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1665339032197
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1665339032197
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1665339032197
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1665339032213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339048283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339132201
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1665339139994
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1665339140025
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1665339140228
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1665339140494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339162036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339552355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665339553871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665368358170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665368360342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665368362014
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1665368362217
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1665368362373
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1665368363377
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1665368363517
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1665368363517
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1665368364252
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1665368364267
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1665368364267
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1665368364267
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1665368364267
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1665368364267
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1665368364533
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1665368364533
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1665368364533
